COURSE CODE,COURSE TITLE,2020 EOS,2020 EOS RANDOM,2020 MID,2020 R1 POINTS,2020 R1 RANDOM,2020 R2 POINTS,2020 R2 RANDOM,LEVEL,New,2020 EOS Portfolio
LC114,Fashion and Textiles for Product and Costume (portfolio),880,False,1029,880,False,,False,8,880,
LC115,Art and Design Teacher Education (portfolio),942,False,1013,942,False,,False,8,942,
LC220,Digital Marketing,262,False,298,262,False,,False,8,262,
LC221,Accounting and Finance,251,False,489,241,False,,False,6/7,251,
LC222,Marketing and Management,270,False,405,270,False,,False,6/7,270,
LC223,Law and Taxation,307,False,356,307,False,,False,8,307,
LC224,Accounting and Finance,300,False,371,300,False,,False,8,300,
LC225,Marketing and Management,298,False,358,298,False,,False,8,298,
LC226,Enterprise and Innovation,234,False,310,234,False,234,False,8,234,
LC228,Sports Development and Coaching,205,False,341,205,False,,False,6/7,205,
LC230,Business with Computing,217,False,386,217,False,,False,6/7,217,
LC233,Software Development,272,False,339,272,False,,False,8,272,
LC234,Interactive Digital Media,225,False,307,225,False,,False,8,225,
LC235,Internet Systems Development,205,False,315,205,False,,False,6/7,205,
LC236,Internet Systems Development,260,False,272,262,False,260,False,8,260,
LC239,Computer Networks and Systems Management,309,False,371,307,False,,False,8,309,
LC241,Construction Management,255,False,338,255,False,,False,8,255,
LC242,Property Valuation and Management,282,False,320,282,False,,False,8,282,
LC243,Quantity Surveying,298,False,362,294,False,,False,8,298,
LC248,Built Environment (Common Entry),288,False,376,288,False,,False,8,288,
LC251,Civil Engineering,206,False,377,206,False,,False,6/7,206,
LC252,Civil Engineering Management,270,False,308,270,False,,False,8,270,
LC257,Interior Design,264,False,378,264,False,,False,6/7,264,
LC260,Applied Biology,326,False,466,326,False,,False,6/7,326,
LC263,Clinical Technology,294,False,359,294,False,,False,8,294,
LC265,Forensic and Pharmaceutical Sciences,413,False,476,413,False,,False,8,413,
LC266,Drug and Medicinal Product Analysis,262,False,300,262,False,,False,8,262,
LC267,Forensic and Pharmaceutical Sciences,329,False,443,329,False,,False,6/7,329,
LC268,Medical Technology,289,False,411,289,False,,False,6/7,289,
LC270,Music Technology and Production,307,False,398,307,False,,False,6/7,307,
LC271,Electrical Engineering,261,False,348,261,False,,False,6/7,261,
LC275,Electrical Engineering,298,False,384,298,False,,False,8,298,
LC276,Creative Broadcast and Film Production,297,False,409,297,False,,False,6/7,297,
LC277,Industrial Automation and Robotic Systems,232,False,342,232,False,,False,6/7,232,
LC278,Renewable and Electrical Energy Engineering,280,False,387,280,False,,False,6/7,280,
LC279,Electronic Engineering,226,False,392,214,False,,False,6/7,226,
LC281,Automobile Technology,208,False,332,208,False,,False,6/7,208,
LC283,Precision Engineering,233,False,296,227,False,,False,6/7,233,
LC284,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",200,False,315,200,False,,False,6/7,200,
LC285,Mechanical Engineering,272,False,455,272,False,,False,6/7,272,
LC286,Road Transport Technology and Management,264,False,360,264,False,,False,6/7,264,
LC288,Mechanical Engineering,346,False,415,347,False,346,False,8,346,
LC289,Precision Engineering,291,False,350,291,False,,False,8,291,
LC290,Community Sport Development,188,False,312,188,False,,False,6/7,188,
LC292,Social Care Work,367,False,389,367,False,,False,8,367,
LC293,Business Studies with Travel and Tourism Management,307,False,356,307,False,,False,8,307,
LC294,Business Studies with Event Management,279,False,347,279,False,,False,8,279,
LC295,Business Studies with Sports Management,252,False,313,252,False,,False,8,252,
LC297,Community Development,235,False,298,235,False,,False,8,235,
LC320,Business,346,False,388,346,False,,False,8,346,
LC330,Business with Computing,297,False,378,297,False,,False,8,297,
LC336,Computing,222,False,337,207,False,,False,6/7,222,
LC340,Interior Design,350,False,391,350,False,,False,8,350,
LC362,Biotechnology and Biopharmaceutical Sciences,413,False,440,413,False,,False,8,413,
LC371,Creative Broadcast and Film Production,309,False,378,309,False,,False,8,309,
LC372,Music Technology and Production,325,False,402,325,False,,False,8,325,
LC374,Renewable and Electrical Energy Engineering,318,False,410,318,False,,False,8,318,
LC375,Industrial Automation and Robotic Systems,317,False,392,317,False,,False,8,317,
LC376,Electronic Engineering,318,False,358,318,False,,False,8,318,
LC380,Automotive Engineering and Transport Management,298,False,337,303,False,298,False,8,298,
LC392,Business Studies in Beauty and Spa Management,236,False,328,236,False,,False,8,236,
LC393,Early Childhood Education and Care,236,False,307,236,False,,False,8,236,
LC398,Culinary Arts,163,False,376,163,False,,False,6/7,163,
LC399,Hospitality Supervision,148,False,300,148,False,,False,6/7,148,
LC401,Early Childhood Education and Care,297,False,298,297,False,,False,8,297,
LC402,Social Care Work,225,False,288,225,False,,False,8,225,
LC408,Environmental Science and Climate,279,False,348,279,False,,False,8,279,
LC414,Data Analytics and Cyber Security,236,False,336,236,False,,False,8,236,
LC415,Business,197,False,444,197,False,,False,6/7,197,
LC416,Business,274,False,391,274,False,,False,8,274,
LC418,Computing - Games Design and Development,270,False,338,270,False,,False,8,270,
LC422,Sports Strength and Conditioning,298,False,347,298,False,,False,8,298,
LC423,Sports Strength and Conditioning,157,False,330,157,False,,False,6/7,157,
LC425,Environmental Science,278,False,399,278,False,,False,6/7,278,
LC428,Environmental Science and Agriculture,278,False,429,278,False,,False,6/7,278,
LC432,Early Childhood Education and Care,144,False,367,144,False,,False,6/7,144,
LC434,Environmental Science and Agriculture,297,False,349,297,False,,False,8,297,
LC502,Game Art and Design (portfolio),852,False,1024,852,False,,False,8,852,
LC504,Creative Media and Design,192,False,378,192,False,,False,6/7,192,
LC517,Creative Media and Design,234,False,327,234,False,,False,8,234,
LC518,Digital Animation Production (portfolio),808,False,939,808,False,,False,8,808,
LC602,Social Care Work,260,False,370,260,False,,False,6/7,260,
LC603,Early Childhood Education and Care,174,False,327,147,False,,False,6/7,174,
LC605,Business,195,False,418,195,False,,False,6/7,195,
LC612,Social Care Work,320,False,343,320,False,,False,8,320,
LC613,Early Childhood Education and Care,242,False,327,242,False,,False,8,242,
LM002,Arts,348,False,410,348,False,,False,8,348,
LM020,Law and Accounting,465,False,499,465,False,,False,8,465,
LM026,Performing Arts (audition required),303,False,401,303,False,,False,8,303,
LM028,Criminal Justice,418,False,440,418,False,,False,8,418,
LM029,Law Plus,490,False,521,490,False,,False,8,490,
LM038,Psychology and Sociology,500,False,507,500,False,,False,8,500,
LM039,Journalism and Digital Communication,402,False,455,402,False,,False,8,402,
LM040,European Studies,369,False,488,369,False,,False,8,369,
LM044,Applied Languages,442,False,499,442,False,,False,8,442,
LM050,Business Studies (options),431,False,476,431,False,,False,8,431,
LM056,International Business,528,False,555,528,False,,False,8,528,
LM058,Financial Mathematics,403,False,521,403,False,,False,8,403,
LM063,Technology Management,379,False,419,379,False,,False,8,379,
LM068,Food Science and Health,421,False,454,421,False,,False,8,421,
LM076,Product Design and Technology (portfolio required),408,False,487,408,False,,False,8,408,
LM077,Aeronautical Engineering,520,False,554,520,False,,False,8,520,
LM082,Construction Management and Engineering,398,False,434,398,False,,False,8,398,
LM089,Sport and Exercise Sciences,474,False,489,474,False,,False,8,474,
LM090,Physical Education with concurrent Teacher Education,532,True,565,532,True,,False,8,532,
LM091,Languages with concurrent Teacher Education,517,False,543,517,False,,False,8,517,
LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),507,False,531,507,False,,False,8,507,
LM093,Equine Science,339,False,412,339,False,,False,8,339,
LM094,Materials and Architectural Technology with concurrent Teacher Education,440,False,478,440,False,,False,8,440,
LM095,Materials and Engineering Technology with concurrent Teacher Education,367,False,421,367,False,,False,8,367,
LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),405,False,454,405,False,,False,8,405,
LM097,Mathematics and Computer Science with concurrent Teacher Education,402,False,509,402,False,,False,8,402,
LM099,Architecture (portfolio requirement suspended),498,False,532,498,False,,False,8,498,
LM100,Physiotherapy,589,True,601,589,True,,False,8,589,
LM101,Medicine  - Graduate Entry (GAMSAT required),55,True,57,55,True,,False,8,55,
LM102,Psychology,509,False,529,509,False,,False,8,509,
LM103,Paramedic Studies (B/C1/C1 Provisional Drivers Licence),392,False,445,392,False,,False,8,392,
LM115,Chemical and Biochemical Engineering,454,False,532,454,False,,False,8,454,
LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),476,True,521,476,True,,False,8,476,
LM118,Electronic and Computer Engineering,403,False,489,403,False,,False,8,403,
LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),351,False,423,351,False,,False,8,351,
LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),327,False,401,327,False,,False,8,327,
LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),441,True,478,441,True,,False,8,441,
LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),437,False,509,437,False,,False,8,437,
LM125,Physics (Applied Physics or Mathematics & Physics),404,False,520,404,False,,False,8,404,
LM150,General Nursing,475,True,498,475,True,,False,8,475,
LM152,Mental Health Nursing,419,True,430,419,True,,False,8,419,
LM154,Intellectual Disability Nursing,440,False,473,420,False,,False,8,440,
LM156,Midwifery,469,False,499,469,False,,False,8,469,
LM180,Equine Science,328,False,440,337,False,,False,6/7,328,
LY107,Business - Common Entry,161,False,358,161,False,161,False,6/7,161,
LY108,Business - Accounting,309,False,431,309,False,,False,8,309,
LY118,Business,290,False,377,290,False,,False,8,290,
LY206,Sports Studies,148,False,299,149,False,148,False,6/7,148,
LY207,Law with Criminal Justice,160,False,377,160,False,160,False,6/7,160,
LY208,Law,300,False,367,300,False,,False,8,300,
LY228,Sports and Exercise - Common Entry,300,False,367,300,False,,False,8,300,
LY317,Culinary Arts,224,False,387,229,False,224,False,6/7,224,
LY327,Hospitality And Tourism - Common Entry,170,False,317,170,False,170,False,6/7,170,
LY408,Design - Common Entry,320,False,381,320,False,,False,8,320,
LY427,Digital Film and Video,172,False,307,172,False,170,False,6/7,172,
LY437,Animation,198,False,387,198,False,223,False,6/7,198,
LY447,Fashion with Promotion,266,False,384,266,False,279,False,6/7,266,
LY457,Graphic and Digital Design,189,False,356,179,False,204,False,6/7,189,
LY507,Quantity Surveying,181,False,312,181,False,181,False,6/7,181,
LY508,Fire Safety Engineering,276,False,326,276,False,,False,8,276,
LY518,Quantity Surveying,301,False,368,301,False,,False,8,301,
LY527,Civil Engineering,163,False,329,165,False,163,False,6/7,163,
LY528,Construction Management,271,False,321,271,False,,False,8,271,
LY607,Electronic Engineering,160,False,389,160,False,,False,6/7,160,
LY608,Mechanical Engineering,300,False,379,300,False,,False,8,300,
LY617,Mechanical Engineering,180,False,328,180,False,180,False,6/7,180,
LY618,Electronic Engineering,312,False,402,312,False,,False,8,312,
LY707,Computer Games Development,204,False,299,204,False,,False,6/7,204,
LY708,Applied Computing,306,False,372,306,False,,False,8,306,
LY717,Computing,160,False,350,164,False,160,False,6/7,160,
LY737,Computer Security and Digital Forensics,169,False,348,169,False,169,False,6/7,169,
LY748,Computer Science,317,False,420,317,False,317,False,8,317,
LY806,Pharmacy Technician,232,False,377,232,False,,False,6/7,232,
LY816,Dental Nursing,223,False,326,233,False,223,False,6/7,223,
LY817,Bioscience,248,False,420,248,False,,False,6/7,248,
LY818,Science - Common Entry,303,False,409,303,False,,False,8,303,
LY826,Health Science with Physiotherapy Studies,339,False,445,456,False,401,False,6/7,339,
LY828,Agriculture - Common Entry,307,False,351,307,False,,False,8,307,
LY836,Health Science with Occupational Therapy Studies,278,False,451,473,False,408,False,6/7,278,
LY837,Food Science and Nutrition,194,False,388,194,False,194,False,6/7,194,
LY846,Health Science with Dietetics Studies,291,False,462,316,False,316,False,6/7,291,
LY847,Veterinary Nursing,367,False,399,367,True,367,False,6/7,367,
LY867,Pharmaceutical & Medicinal Science,163,False,310,163,False,163,False,6/7,163,
LY877,Agriculture,181,False,327,202,False,181,False,6/7,181,
LY906,"Early Childhood Care, Health and Education",161,False,356,205,False,161,False,6/7,161,
LY908,General Nursing,400,True,423,400,True,,False,8,400,
LY916,Health and Social Care,181,False,336,181,False,,False,6/7,181,
LY918,Psychiatric Nursing,357,False,387,357,True,,False,8,357,
LY928,Intellectual Disability Nursing,328,False,346,326,True,,False,8,328,
LY968,"Early Childhood Care, Health and Education",303,False,361,303,False,,False,8,303,
LY978,Health & Social Care - Common Entry,280,False,330,280,False,,False,8,280,
MH001,Education - Primary Teaching (Froebel),507,False,531,507,False,,False,8,507,
MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),nan,False,,,False,,False,8,,
MH101,Arts,318,False,388,318,False,,False,8,318,
MH103,Music,#,False,#,#,False,,False,8,,#
MH106,Psychology - 3 years,521,False,529,521,False,,False,8,521,
MH107,Social Science,346,False,388,346,False,,False,8,346,
MH109,Media Studies,316,False,377,316,False,,False,8,316,
MH116,Community and Youth Work (Full-Time),#,False,#,#,False,,False,8,,#
MH201,Science,360,False,418,360,False,,False,8,360,
MH202,Biotechnology,455,False,466,455,False,,False,8,455,
MH203,Biological and Geographical Sciences,430,False,465,430,False,,False,8,430,
MH204,Physics with Astrophysics,422,False,479,422,False,,False,8,422,
MH206,Theoretical Physics and Mathematics,510,False,533,510,False,,False,8,510,
MH207,Data Science,445,False,520,445,False,,False,8,445,
MH208,Biological and Biomedical Sciences,498,False,510,498,False,,False,8,498,
MH209,Psychology (through Science) - 4 years,498,False,510,498,False,,False,8,498,
MH210,Pharmaceutical and Biomedical Chemistry,487,False,520,487,False,,False,8,487,
MH212,Science or Maths & Computer Science or Maths & Applied Maths (with Ed),422,False,487,422,False,,False,8,422,
MH304,Engineering (Computer/Electronic/Communications),333,False,444,333,False,333,False,8,333,
MH305,Product Design,357,False,409,357,False,,False,8,357,
MH306,Robotics and Intelligent Devices,361,False,433,361,False,,False,8,361,
MH401,Finance (options),357,False,398,357,False,,False,8,357,
MH402,Quantitative Finance,476,False,509,476,False,,False,8,476,
MH403,Accounting and Finance,422,False,468,422,False,,False,8,422,
MH404,Business (options),430,False,454,430,False,,False,8,430,
MH405,Equine Business,357,False,408,357,False,,False,8,357,
MH407,Business and Accounting,420,False,462,420,False,,False,8,420,
MH411,Entrepreneurship,371,False,408,371,False,,False,8,371,
MH501,LLB Law - four year Single Major Law programme,473,False,495,473,False,,False,8,473,
MH502,Law (options),451,False,473,451,False,,False,8,451,
MH601,Computer Science through Arts (options),352,False,403,352,False,,False,8,352,
MH602,Computer Science through Science (options),351,False,409,351,False,,False,8,351,
MH603,Computational Thinking,532,False,544,532,False,,False,8,532,
MH801,Early Childhood - Teaching and Learning (part-time),327,False,378,327,False,,False,8,327,
MH802,"Community and Youth Work (part-time, in service)",#,False,,#,False,#,False,8,,#
MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",#,False,,#,False,#,False,8,,#
MI001,Contemporary & Applied Theatre Studies,390,False,412,375,False,,False,8,390,
MI002,Arts,281,False,389,300,False,281,False,8,281,
MI004,Education - Primary Teaching - International,577,False,589,577,False,,False,8,577,
MI005,Education - Primary Teaching,495,False,521,495,False,,False,8,495,
MI006,Education - Primary Teaching - Gaeltacht Applicants,462,False,519,456,False,,False,8,462,
MI007,Early Childhood Care and Education,357,False,409,357,False,,False,8,357,
MI008,Education and Psychology - Primary Teaching,588,False,601,588,False,,False,8,588,
MI009,"Education, Business Studies and Accounting",402,False,455,402,False,,False,8,402,
MI010,"Education, Business Studies and Religious Studies",368,False,389,368,False,,False,8,368,
MI011,"Education, Gaeilge and Religious Studies",409,False,451,409,False,,False,8,409,
MI012,"Education, Gaeilge and Business Studies",401,False,463,401,False,,False,8,401,
MI013,"Education, Mathematics and Gaeilge",444,False,477,444,False,,False,8,444,
MI014,"Education, Mathematics and Business Studies",434,False,487,434,False,,False,8,434,
MU001,Theology and Arts,290,False,349,290,False,290,False,8,290,
MU002,Theology,440,False,440,440,False,,False,8,440,
NC003,Computing (Degree Award options),260,False,303,260,False,,False,8,260,
NC005,Human Resource Management,300,False,331,300,False,,False,8,300,
NC009,Business,300,False,346,300,False,,False,8,300,
NC010,Psychology,400,False,440,400,False,,False,8,400,
NC020,Marketing Practice,282,False,338,280,False,,False,8,282,
NC022,Accounting and Finance,337,False,378,337,False,,False,8,337,
NC023,Technology Management (with specialisations),261,False,282,261,False,,False,8,261,
NC102,Computing,220,False,342,220,False,,False,6/7,220,
NC103,Business,250,False,327,250,False,,False,6/7,250,
NC104,Business Computing,243,False,423,243,False,,False,6/7,243,
NM701,Montessori Education,187,False,407,187,False,,False,6/7,187,
NM801,Montessori Education,220,False,290,220,False,,False,8,220,
PC402,Arts and Humanities,80,False,368,200,False,121,False,6/7,80,
PC404,Applied Social Studies - Professional Social Care,175,False,269,217,False,197,False,6/7,175,
PC405,"Social, Political and Community Studies",216,False,311,253,False,216,False,8,216,
PC410,Arts and Humanities (fulfils Teaching Council requirements),209,False,300,252,False,209,False,8,209,
PC411,English and History (fulfils Teaching Council requirements),209,False,310,255,False,209,False,8,209,
RC001,Medicine - Undergraduate Entry (HPAT required),733,False,738,733,False,,False,8,733,
RC004,Physiotherapy,566,False,567,566,False,,False,8,566,
RC005,Pharmacy,578,True,589,579,False,,False,8,578,
RC101,Medicine - Graduate Entry (GAMSAT required),61,False,63,,False,,False,8,61,
SG101,Business,160,False,336,160,False,160,False,6/7,160,
SG102,Computing (Level 6 - General Entry),254,False,321,254,False,,False,6/7,254,
SG131,Computing - Games Development,280,False,378,280,False,,False,6/7,280,
SG134,Applied Sport with Business,215,False,337,215,False,,False,6/7,215,
SG135,Business in Tourism with Event Management,187,False,338,187,False,,False,6/7,187,
SG136,Computing - Software Development,272,False,328,272,False,,False,6/7,272,
SG137,Computing (Computer Networks and Cloud Infrastructure),326,False,367,324,False,,False,6/7,326,
SG138,Computing (Level 7 - General Entry),260,False,351,260,False,,False,6/7,260,
SG141,Business,261,False,347,261,False,,False,8,261,
SG142,Business in International Marketing and Languages (French),279,False,386,279,False,,False,8,279,
SG144,Business in International Marketing and Languages (Spanish),270,False,347,270,False,,False,8,270,
SG146,Accounting,309,False,411,309,False,,False,8,309,
SG147,Sport with Business,307,False,367,307,False,,False,8,307,
SG148,Tourism with Event Management,269,False,340,269,False,,False,8,269,
SG231,Fine Art,449,False,556,449,False,449,False,6/7,449,
SG232,Creative Design,276,False,353,273,False,,False,6/7,276,
SG235,Performing Arts (Theatre Design),319,False,398,319,False,,False,6/7,319,
SG236,Performing Arts (Acting),235,False,400,235,False,,False,6/7,235,
SG241,Performing Arts,328,False,387,328,False,,False,8,328,
SG242,Early Childhood Care and Education,279,False,319,279,False,,False,8,279,
SG243,Social Care Practice,301,False,346,301,False,,False,8,301,
SG244,Fine Art,505,False,505,505,False,,False,8,505,
SG245,Creative Design,282,False,339,282,False,,False,8,282,
SG246,Computing,290,False,333,290,False,,False,8,290,
SG247,English and Psychology,309,False,382,309,False,,False,8,309,
SG248,Sociology and Politics,281,False,327,281,False,,False,8,281,
SG249,Writing and Literature,297,False,368,297,False,,False,8,297,
SG250,Application Design and User Experience,412,False,412,412,False,,False,8,412,
SG251,Computing (Smart Technologies),342,False,367,327,False,,False,8,342,
SG252,Software Development,307,False,319,307,False,,False,8,307,
SG253,Computer Networks and Cloud Infrastructure,378,False,378,324,False,,False,8,378,
SG254,Writing and Literature Online,225,False,328,225,False,225,False,8,225,
SG300,Engineering (General Entry),209,False,296,209,False,,False,6/7,209,
SG302,Construction Economics,184,False,256,184,False,,False,6/7,184,
SG308,Applied Construction Technology,171,False,354,171,False,,False,6/7,171,
SG330,Engineering (General Entry),243,False,399,243,False,,False,6/7,243,
SG331,Interior Architecture and Design,236,False,378,236,False,,False,6/7,236,
SG332,Advanced Wood and Sustainable Building Technology,208,False,338,208,False,,False,6/7,208,
SG333,Mechanical Engineering,216,False,347,216,False,,False,6/7,216,
SG334,Mechatronic Engineering,290,False,361,290,False,,False,6/7,290,
SG336,Precision Engineering and Design,309,False,451,309,False,,False,6/7,309,
SG338,Civil Engineering,245,False,443,245,False,,False,6/7,245,
SG339,Quantity Surveying,195,False,337,195,False,,False,6/7,195,
SG342,Civil Engineering,415,False,480,415,False,,False,8,415,
SG343,Quantity Surveying,311,False,367,311,False,,False,8,311,
SG346,Construction Project Management and Applied Technology,291,False,337,291,False,,False,8,291,
SG347,Architecture,360,False,411,360,False,,False,8,360,
SG348,Interior Architecture and Design,331,False,368,316,False,,False,8,331,
SG401,Science,209,False,288,209,False,209,False,6/7,209,
SG404,Environmental Science with Ecology (Level 6),358,False,377,264,False,264,False,6/7,358,
SG406,Health and Exercise Science,367,False,429,367,False,,False,6/7,367,
SG431,Pharmaceutical Science with Drug Development,269,False,387,269,False,,False,6/7,269,
SG433,Occupational Safety and Health,223,False,360,223,False,,False,6/7,223,
SG434,Human Nutrition,280,False,420,280,False,,False,6/7,280,
SG435,Health Science and Physiology,289,False,409,289,False,,False,6/7,289,
SG436,Biomedical Science,262,False,465,262,False,,False,6/7,262,
SG437,Forensic Investigation and Analysis,243,False,367,243,False,,False,6/7,243,
SG439,Environmental Science with Ecology (Level 7),254,False,409,254,False,,False,6/7,254,
SG442,Occupational Safety and Health,290,False,367,290,False,,False,8,290,
SG443,Human Nutrition,356,False,397,356,False,,False,8,356,
SG444,Science Undenominated,338,False,420,338,False,,False,8,338,
SG445,Pharmaceutical Science with Drug Development,311,False,367,311,False,,False,8,311,
SG447,Health Science and Physical Activity,328,False,387,328,False,,False,8,328,
SG448,Forensic Investigation and Analysis,307,False,368,306,False,,False,8,307,
SG449,Medical Biotechnology,341,False,395,341,False,,False,8,341,
SG450,Environmental Science with Ecology (Level 8),304,False,368,300,False,,False,8,304,
SG530,Health and Medical Information Science (Online),285,False,285,285,False,285,False,6/7,285,
SG535,Business Administration,228,False,316,228,False,,False,6/7,228,
SG536,Business,223,False,379,223,False,,False,6/7,223,
SG537,Marketing and Sales,234,False,389,234,False,,False,6/7,234,
TL620,Culinary Arts,189,False,308,189,False,189,False,6/7,189,
TL651,Science (Biological and Environmental Studies),233,False,434,223,False,223,False,6/7,233,
TL652,Pharmacy Technician,260,False,348,260,False,,False,6/7,260,
TL701,"Animation, Visual Effects and Motion Design (Level 7)",228,False,443,228,False,,False,6/7,228,
TL702,"TV, Radio and New Media (Level 7)",243,False,462,243,False,,False,6/7,243,
TL710,Computing with Software Development,232,False,319,232,False,,False,6/7,232,
TL711,Computing with Games Development,224,False,301,224,False,,False,6/7,224,
TL715,Computing (Degree Award options),251,False,368,251,False,,False,6/7,251,
TL716,Computer Systems and Networking,269,False,338,269,False,,False,6/7,269,
TL731,Business (Major Specialism in: Acctng or Mktg or Mgmnt),219,False,399,219,False,,False,6/7,219,
TL743,Agricultural Mechanisation,nan,False,,,False,,False,6/7,,
TL744,Agricultural Engineering,243,False,359,243,False,,False,6/7,243,
TL745,Civil and Environmental Engineering,145,False,355,261,False,261,False,6/7,145,
TL747,Engineering in Mechanical and Manufacturing Engineering,200,False,368,200,False,,False,6/7,200,
TL748,Agricultural Science,249,False,398,249,False,,False,6/7,249,
TL755,Pharmaceutical Science (Degree Award options),261,False,433,261,False,,False,6/7,261,
TL758,Animal Bioscience,261,False,380,251,False,,False,6/7,261,
TL771,Health and Leisure (Degree Award Options),208,False,370,208,False,,False,6/7,208,
TL772,Health and Leisure with Massage,218,False,378,218,False,,False,6/7,218,
TL773,Coaching and Sports Performance,106,False,297,106,False,106,False,6/7,106,
TL780,Early Childhood Care and Education,234,False,354,234,False,,False,6/7,234,
TL781,Social Care,225,False,318,225,False,,False,6/7,225,
TL801,"Animation, Visual Effects and Motion Design (Level 8)",281,False,349,281,False,,False,8,281,
TL802,"TV, Radio and New Media (Level 8)",325,False,397,325,False,,False,8,325,
TL810,Computing with Software Development,310,False,389,310,False,,False,8,310,
TL811,Computing with Games Development,358,False,,358,False,,False,8,358,
TL815,Computing (Degree Award options),308,False,360,308,False,,False,8,308,
TL823,Event Management (3 year programme),299,False,369,299,False,,False,8,299,
TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),306,False,381,306,False,,False,8,306,
TL844,Agricultural Engineering,300,False,373,300,False,,False,8,300,
TL845,Civil Engineering,325,False,413,325,False,,False,8,325,
TL847,Manufacturing Engineering,302,False,368,302,False,,False,8,302,
TL848,Agricultural Science,308,False,380,308,False,,False,8,308,
TL851,Wildlife Biology (Degree Award options),309,False,383,309,False,,False,8,309,
TL855,Pharmaceutical Science (Degree Award options),317,False,369,317,False,,False,8,317,
TL858,Veterinary Bioscience,308,False,393,308,False,,False,8,308,
TL871,Health and Leisure (Degree Award options),300,False,379,300,False,,False,8,300,
TL872,Health and Leisure with Massage,309,False,408,309,False,,False,8,309,
TL873,Coaching and Sports Performance,289,False,329,289,False,,False,8,289,
TL880,Early Childhood Care and Education,307,False,349,307,False,,False,8,307,
TL881,Social Care,309,False,362,308,False,,False,8,309,
TL889,Counselling with Addiction - Mature applicants only,nan,False,,,False,,False,8,,
TL890,General Nursing and Mature Applicants,414,False,441,440,True,414,False,8,414,
TL891,Mental Health Nursing and Mature Applicants,378,False,399,389,False,378,False,8,378,
TR002,Music,382,False,468,435,False,429,False,8,382,
TR003,History,456,False,511,497,False,493,False,8,456,
TR004,Law,565,True,578,566,False,565,True,8,565,
TR005,Philosophy,442,False,476,442,False,,False,8,442,
TR006,Psychology,555,True,578,567,False,555,True,8,555,
TR007,Clinical Speech and Language Studies,529,False,553,529,False,,False,8,529,
TR009,Music Education,420,False,532,420,False,,False,8,420,
TR012,History and Political Science,552,True,578,555,False,554,False,8,552,
TR015,"Philosophy, Political Science, Economics and Sociology",589,False,601,589,False,,False,8,589,
TR016,Deaf Studies,329,False,377,340,False,,False,8,329,
TR017,Law and Business,602,False,613,602,False,,False,8,602,
TR018,Law and French,565,False,589,565,False,,False,8,565,
TR019,Law and German,542,False,566,543,False,542,False,8,542,
TR020,Law and Political Science,601,True,613,602,False,,False,8,601,
TR021,"Classics, Ancient History and Archaeology",370,False,434,370,False,,False,8,370,
TR022,Early and Modern Irish,398,False,451,398,False,,False,8,398,
TR023,English Studies,474,False,511,487,False,476,False,8,474,
TR024,European Studies,530,False,566,544,False,542,False,8,530,
TR025,Drama and Theatre Studies,530,False,581,564,False,530,False,8,530,
TR028,Ancient and Medieval History and Culture,342,False,453,342,False,,False,8,342,
TR029,Political Science and Geography,510,False,533,526,False,520,False,8,510,
TR031,Mathematics,531,False,589,531,False,,False,8,531,
TR032,Engineering,508,False,533,510,False,509,True,8,508,
TR033,Computer Science,509,False,545,509,False,,False,8,509,
TR034,Management Science and Information Systems Studies,613,True,625,613,True,,False,8,613,
TR035,Theoretical Physics,543,False,601,543,False,,False,8,543,
TR038,Engineering with Management,532,False,556,532,False,,False,8,532,
TR039,Computer Science and Language,424,False,488,454,False,424,False,8,424,
TR040,Middle Eastern and European Languages and Cultures,466,False,521,466,False,,False,8,466,
TR041,Religion,368,False,418,368,False,,False,8,368,
TR042,Film,466,False,498,489,False,476,False,8,466,
TR043,History of Art and Architecture,354,False,474,393,False,354,False,8,354,
TR051,Medicine (HPAT required),734,False,745,735,True,734,True,8,734,
TR052,Dental Science,613,True,625,613,True,613,True,8,613,
TR053,Physiotherapy,566,True,567,566,True,566,True,8,566,
TR054,Occupational Therapy,533,False,554,533,False,,False,8,533,
TR055,Radiation Therapy,543,False,554,543,False,,False,8,543,
TR056,Human Health and Disease,564,False,578,565,False,,False,8,564,
TR060,Biological and Biomedical Sciences,543,False,566,543,True,543,False,8,543,
TR061,Chemical Sciences,510,False,532,517,False,510,False,8,510,
TR062,Geography and Geoscience,473,False,499,473,False,,False,8,473,
TR063,Physical Sciences,477,True,531,498,True,498,False,8,477,
TR072,Pharmacy,590,False,613,590,False,,False,8,590,
TR080,Global Business,589,True,601,589,True,,False,8,589,
TR081,"Business, Economic and Social Studies (BESS)",543,True,565,543,True,543,True,8,543,
